path,git_state_at_2026_07_14_snapshot,classification,reason,risk_level,founder_review_required
repository/seo-assets/06_BREADCRUMB_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/07_INTERNAL_LINK_GRAPH.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/08_CANONICAL_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/09_ENTITY_MAPPING.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/10_REDIRECT_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/11_SEO_QA_CHECKLIST.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/12_SEARCH_INTENT_MAPPING.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/13_CONTENT_SEO_MAPPING.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/14_SLUG_LIBRARY.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/15_SEO_VALIDATION.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/templates/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/tools/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/wordpress/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/wordpress/01_WORDPRESS_ARCHITECTURE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/02_WOOCOMMERCE_PRODUCT_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/03_ATTRIBUTE_STRATEGY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/04_TAXONOMY_STRATEGY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/05_ACF_STRATEGY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/06_BLOCKSY_ARCHITECTURE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/07_ELEMENTOR_ARCHITECTURE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/08_RANKMATH_MAPPING.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/09_ADMIN_WORKFLOW.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/10_MEDIA_LIBRARY_ARCHITECTURE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/11_PRODUCT_IMPORT_STRATEGY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/12_CONFIGURATION_WORKFLOW.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/13_TESTING_STRATEGY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/14_RUNTIME_BOUNDARIES.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/wordpress/15_RELEASE_PLAN.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
scripts/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
scripts/setup.sh,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
scripts/test.sh,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
scripts/validate.sh,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
tests/.DS_Store,IGNORED,IGNORE_LOCAL,Local generated or operating-system metadata; remain excluded from Git.,LOW,false
tests/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
tests/e2e/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
tests/fixtures/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
tests/qa/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
var/.DS_Store,IGNORED,IGNORE_LOCAL,Local generated or operating-system metadata; remain excluded from Git.,LOW,false
var/cache/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
var/log/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
var/tmp/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
var/chatgpt-work-access-test.txt,DELETED_IGNORED,DELETION_CANDIDATE,Completed local repository access test; classified before and removed under explicit Founder authorization in GIT-02S.,LOW,false
